央视频道,#genre#
CCTV-13,http://125.117.191.89:8888/udp/233.50.201.246:5140
CCTV-13,http://183.130.46.157:8808/udp/233.50.201.246:5140
CCTV-14高清,http://122.242.147.47:9999/udp/233.50.201.124:5140
CCTV-14高清,http://125.117.191.89:8888/udp/233.50.201.124:5140
CCTV-14高清,http://183.130.46.157:8808/udp/233.50.201.124:5140
CCTV-14高清,http://183.130.46.157:8808/udp/233.50.200.20:5140
CCTV-14高清,http://60.176.120.163:55555/udp/233.50.201.124:5140
CCTV-14高清,http://60.176.120.163:55555/udp/233.50.200.20:5140
CCTV-14,http://122.242.147.47:9999/udp/233.50.201.124:5140
CCTV-14,http://125.117.191.89:8888/udp/233.50.200.20:5140
CCTV-14,http://183.130.46.157:8808/udp/233.50.201.124:5140
CCTV-14,http://183.130.46.157:8808/udp/233.50.200.20:5140
CCTV-14,http://60.176.120.163:55555/udp/233.50.200.20:5140
CCTV-14,http://60.176.120.163:55555/udp/233.50.201.124:5140
CCTV-16高清,http://122.242.147.47:9999/udp/233.50.201.192:5140
CCTV-16高清,http://122.242.147.47:9999/udp/233.50.200.112:5140
CCTV-16高清,http://125.117.191.89:8888/udp/233.50.201.192:5140
CCTV-16高清,http://125.117.191.89:8888/udp/233.50.200.112:5140
CCTV-16高清,http://183.130.46.157:8808/udp/233.50.200.112:5140
CCTV-16高清,http://183.130.46.157:8808/udp/233.50.201.192:5140
CCTV-16高清,http://60.176.120.163:55555/udp/233.50.200.112:5140
CCTV-16,http://122.242.147.47:9999/udp/233.50.200.112:5140
CCTV-16,http://122.242.147.47:9999/udp/233.50.201.192:5140
CCTV-16,http://125.117.191.89:8888/udp/233.50.200.112:5140
CCTV-16,http://183.130.46.157:8808/udp/233.50.200.112:5140
CCTV-16,http://183.130.46.157:8808/udp/233.50.201.192:5140
CCTV-16,http://60.176.120.163:55555/udp/233.50.201.192:5140
CCTV-16 4K,http://122.242.147.47:9999/udp/233.50.201.63:5140
CCTV-16 4K,http://125.117.191.89:8888/udp/233.50.201.63:5140
CCTV-16 4K,http://183.130.46.157:8808/udp/233.50.201.63:5140
CCTV-16 4K,http://60.176.120.163:55555/udp/233.50.201.63:5140
CETV-4,http://125.117.104.60:8888/udp/233.50.200.162:5140
CETV-4,http://60.176.120.163:55555/udp/233.50.200.162:5140
CETV-4,http://122.242.147.47:9999/udp/233.50.200.162:5140
东南卫视,http://122.242.147.47:9999/udp/233.50.201.146:5140
东南卫视,http://125.117.104.60:8888/udp/233.50.201.146:5140
东南卫视,http://125.117.191.89:8888/udp/233.50.201.146:5140
东南卫视,http://60.176.120.163:55555/udp/233.50.201.146:5140
东南卫视高清,http://125.117.191.89:8888/udp/233.50.201.146:5140
东南卫视高清,http://183.130.46.157:8808/udp/233.50.201.146:5140
东南卫视高清,http://60.176.120.163:55555/udp/233.50.201.146:5140
东方卫视,http://122.242.147.47:9999/udp/233.50.200.248:5140
东方卫视,http://125.117.191.89:8888/udp/233.50.201.125:5140
东方卫视,http://183.130.46.157:8808/udp/233.50.200.248:5140
东方卫视,http://125.117.191.89:8888/udp/233.50.200.248:5140
东方卫视,http://60.176.120.163:55555/udp/233.50.201.125:5140
东方卫视,http://60.176.120.163:55555/udp/233.50.200.248:5140
东方卫视高清,http://122.242.147.47:9999/udp/233.50.201.125:5140
东方卫视高清,http://125.117.104.60:8888/udp/233.50.201.125:5140
东方卫视高清,http://125.117.191.89:8888/udp/233.50.201.125:5140
东方卫视高清,http://183.130.46.157:8808/udp/233.50.201.125:5140
东方卫视高清,http://60.176.120.163:55555/udp/233.50.201.125:5140
中国蓝直播,http://122.242.147.47:9999/udp/233.50.201.193:5140
中国蓝直播,http://36.24.79.135:8888/udp/233.50.201.193:5140
中国蓝直播,http://125.117.104.60:8888/udp/233.50.201.193:5140
中国蓝直播,http://125.117.191.89:8888/udp/233.50.201.193:5140
中国蓝直播,http://60.176.120.163:55555/udp/233.50.201.193:5140
中国蓝直播高清,http://60.176.120.163:55555/udp/233.50.201.108:5140
中国蓝直播高清,http://122.242.147.47:9999/udp/233.50.201.108:5140
中国蓝直播高清,http://183.130.46.157:8808/udp/233.50.201.108:5140
中国蓝直播高清,http://125.117.191.89:8888/udp/233.50.201.108:5140
之江纪录,http://125.117.191.89:8888/udp/233.50.202.25:5140
之江纪录,http://122.242.147.47:9999/udp/233.50.202.25:5140
之江纪录,http://60.176.120.163:55555/udp/233.50.202.25:5140
乐游纪实高清,http://122.242.147.47:9999/udp/233.50.200.148:5140
乐游纪实高清,http://122.242.147.47:9999/udp/233.50.201.185:5140
乐游纪实高清,http://125.117.191.89:8888/udp/233.50.201.185:5140
乐游纪实高清,http://125.117.191.89:8888/udp/233.50.200.148:5140
乐游纪实高清,http://60.176.120.163:55555/udp/233.50.200.148:5140
乐游纪实高清,http://183.130.46.157:8808/udp/233.50.200.148:5140
乐游纪实高清,http://60.176.120.163:55555/udp/233.50.201.185:5140
云南卫视高清,http://125.117.104.60:8888/udp/233.50.200.115:5140
云南卫视高清,http://125.117.191.89:8888/udp/233.50.200.115:5140
云南卫视高清,http://122.242.147.47:9999/udp/233.50.200.115:5140
云南卫视高清,http://183.130.46.157:8808/udp/233.50.200.115:5140
云南卫视高清,http://60.176.120.163:55555/udp/233.50.200.115:5140
凤凰中文,http://122.242.147.47:9999/udp/233.50.200.191:5140
凤凰中文,http://125.117.191.89:8888/udp/233.50.200.191:5140
凤凰中文,http://122.242.147.47:9999/udp/233.50.200.42:5140
凤凰中文,http://125.117.191.89:8888/udp/233.50.200.42:5140
凤凰中文,http://60.176.120.163:55555/udp/233.50.200.42:5140
凤凰中文,http://183.130.46.157:8808/udp/233.50.200.42:5140
凤凰中文高清,http://122.242.147.47:9999/udp/233.50.200.42:5140
凤凰中文高清,http://125.117.191.89:8888/udp/233.50.200.42:5140
凤凰中文高清,http://125.117.104.60:8888/udp/233.50.200.42:5140
凤凰中文高清,http://125.117.191.89:8888/udp/233.50.200.191:5140
凤凰中文高清,http://60.176.120.163:55555/udp/233.50.200.42:5140
凤凰中文高清,http://60.176.120.163:55555/udp/233.50.200.191:5140
凤凰中文高清,http://183.130.46.157:8808/udp/233.50.200.191:5140
凤凰资讯,http://122.242.147.47:9999/udp/233.50.200.192:5140
凤凰资讯,http://60.176.120.163:55555/udp/233.50.200.192:5140
凤凰资讯,http://125.117.104.60:8888/udp/233.50.200.192:5140
凤凰资讯,http://183.130.46.157:8808/udp/233.50.200.192:5140
凤凰资讯,http://125.117.191.89:8888/udp/233.50.200.192:5140
凤凰资讯高清,http://122.242.147.47:9999/udp/233.50.200.192:5140
凤凰资讯高清,http://60.176.120.163:55555/udp/233.50.200.192:5140
动漫秀场高清,http://122.242.147.47:9999/udp/233.50.200.12:5140
动漫秀场高清,http://122.242.147.47:9999/udp/233.50.201.184:5140
动漫秀场高清,http://125.117.191.89:8888/udp/233.50.201.184:5140
动漫秀场高清,http://183.130.46.157:8808/udp/233.50.201.184:5140
动漫秀场高清,http://183.130.46.157:8808/udp/233.50.200.12:5140
动漫秀场高清,http://125.117.191.89:8888/udp/233.50.200.12:5140
动漫秀场高清,http://60.176.120.163:55555/udp/233.50.201.184:5140
动漫秀场高清,http://60.176.120.163:55555/udp/233.50.200.12:5140
北京卫视,http://122.242.147.47:9999/udp/233.50.201.107:5140
北京卫视,http://125.117.191.89:8888/udp/233.50.201.107:5140
北京卫视,http://183.130.46.157:8808/udp/233.50.201.107:5140
北京卫视,http://60.176.120.163:55555/udp/233.50.201.107:5140
北京卫视高清,http://122.242.147.47:9999/udp/233.50.201.107:5140
北京卫视高清,http://125.117.191.89:8888/udp/233.50.201.107:5140
北京卫视高清,http://125.117.104.60:8888/udp/233.50.201.107:5140
北京卫视高清,http://183.130.46.157:8808/udp/233.50.201.107:5140
四川卫视,http://125.117.191.89:8888/udp/233.50.200.118:5140
四川卫视,http://125.117.104.60:8888/udp/233.50.201.139:5140
四川卫视,http://183.130.46.157:8808/udp/233.50.200.118:5140
四川卫视,http://60.176.120.163:55555/udp/233.50.200.118:5140
四川卫视,http://60.176.120.163:55555/udp/233.50.201.139:5140
四川卫视高清,http://125.117.191.89:8888/udp/233.50.200.118:5140
四川卫视高清,http://125.117.104.60:8888/udp/233.50.201.139:5140
四川卫视高清,http://125.117.104.60:8888/udp/233.50.200.118:5140
四川卫视高清,http://125.117.191.89:8888/udp/233.50.201.139:5140
四川卫视高清,http://183.130.46.157:8808/udp/233.50.200.118:5140
四川卫视高清,http://183.130.46.157:8808/udp/233.50.201.139:5140
四川卫视高清,http://60.176.120.163:55555/udp/233.50.201.139:5140
四川卫视高清,http://60.176.120.163:55555/udp/233.50.200.118:5140
天津卫视,http://125.117.191.89:8888/udp/233.50.201.104:5140
天津卫视,http://183.130.46.157:8808/udp/233.50.201.104:5140
天津卫视,http://125.117.191.89:8888/udp/233.50.200.104:5140
天津卫视,http://125.117.104.60:8888/udp/233.50.201.104:5140
天津卫视,http://60.176.120.163:55555/udp/233.50.201.104:5140
天津卫视,http://60.176.120.163:55555/udp/233.50.200.104:5140
天津卫视高清,http://122.242.147.47:9999/udp/233.50.200.104:5140
天津卫视高清,http://125.117.191.89:8888/udp/233.50.200.104:5140
天津卫视高清,http://125.117.104.60:8888/udp/233.50.200.104:5140
天津卫视高清,http://122.242.147.47:9999/udp/233.50.201.104:5140
天津卫视高清,http://125.117.191.89:8888/udp/233.50.201.104:5140
天津卫视高清,http://183.130.46.157:8808/udp/233.50.200.104:5140
天津卫视高清,http://183.130.46.157:8808/udp/233.50.201.104:5140
天津卫视高清,http://60.176.120.163:55555/udp/233.50.201.104:5140
天津卫视高清,http://60.176.120.163:55555/udp/233.50.200.104:5140
宁波影视,http://60.176.120.163:55555/udp/233.50.201.180:5140
宁波影视,http://125.117.191.89:8888/udp/233.50.201.180:5140
宁波影视,http://183.130.46.157:8808/udp/233.50.201.180:5140
宁波影视高清,http://122.242.147.47:9999/udp/233.50.201.180:5140
宁波影视高清,http://60.176.120.163:55555/udp/233.50.201.180:5140
宁波影视高清,http://183.130.46.157:8808/udp/233.50.201.180:5140
宁波影视高清,http://125.117.104.60:8888/udp/233.50.201.180:5140
宁波文体,http://122.242.147.47:9999/udp/233.50.201.179:5140
宁波文体,http://125.117.191.89:8888/udp/233.50.201.179:5140
宁波文体,http://60.176.120.163:55555/udp/233.50.201.179:5140
宁波文体高清,http://125.117.104.60:8888/udp/233.50.201.179:5140
宁波文体高清,http://122.242.147.47:9999/udp/233.50.201.179:5140
宁波文体高清,http://125.117.191.89:8888/udp/233.50.201.179:5140
宁波文体高清,http://183.130.46.157:8808/udp/233.50.201.179:5140
宁波生活,http://125.117.104.60:8888/udp/233.50.201.178:5140
宁波生活,http://122.242.147.47:9999/udp/233.50.201.178:5140
宁波生活,http://60.176.120.163:55555/udp/233.50.201.178:5140
宁波生活,http://125.117.191.89:8888/udp/233.50.201.178:5140
宁波生活,http://183.130.46.157:8808/udp/233.50.201.178:5140
宁波生活高清,http://122.242.147.47:9999/udp/233.50.201.178:5140
宁波生活高清,http://125.117.104.60:8888/udp/233.50.201.178:5140
宁波生活高清,http://60.176.120.163:55555/udp/233.50.201.178:5140
宁波生活高清,http://183.130.46.157:8808/udp/233.50.201.178:5140
宁波生活高清,http://125.117.191.89:8888/udp/233.50.201.178:5140
宁波综合,http://122.242.147.47:9999/udp/233.50.201.168:5140
宁波综合,http://183.130.46.157:8808/udp/233.50.201.168:5140
宁波综合,http://60.176.120.163:55555/udp/233.50.201.168:5140
宁波综合,http://125.117.104.60:8888/udp/233.50.201.168:5140
宁波综合,http://125.117.191.89:8888/udp/233.50.201.168:5140
宁波综合高清,http://125.117.191.89:8888/udp/233.50.201.168:5140
宁波综合高清,http://125.117.104.60:8888/udp/233.50.201.168:5140
宁波综合高清,http://122.242.147.47:9999/udp/233.50.201.168:5140
宁波综合高清,http://183.130.46.157:8808/udp/233.50.201.168:5140
宁波综合高清,http://60.176.120.163:55555/udp/233.50.201.168:5140
宁波综合高清,http://36.24.79.135:8888/udp/233.50.201.168:5140
安徽卫视,http://122.242.147.47:9999/udp/233.50.201.113:5140
安徽卫视,http://125.117.104.60:8888/udp/233.50.201.113:5140
安徽卫视,http://125.117.191.89:8888/udp/233.50.201.113:5140
安徽卫视,http://60.176.120.163:55555/udp/233.50.201.113:5140
安徽卫视,http://183.130.46.157:8808/udp/233.50.201.113:5140
安徽卫视高清,http://125.117.104.60:8888/udp/233.50.201.113:5140
安徽卫视高清,http://122.242.147.47:9999/udp/233.50.201.113:5140
安徽卫视高清,http://125.117.191.89:8888/udp/233.50.201.113:5140
安徽卫视高清,http://183.130.46.157:8808/udp/233.50.201.113:5140
安徽卫视高清,http://60.176.120.163:55555/udp/233.50.201.113:5140
山东卫视,http://125.117.104.60:8888/udp/233.50.201.105:5140
山东卫视,http://122.242.147.47:9999/udp/233.50.201.105:5140
山东卫视,http://60.176.120.163:55555/udp/233.50.201.105:5140
山东卫视,http://125.117.191.89:8888/udp/233.50.201.105:5140
山东卫视,http://183.130.46.157:8808/udp/233.50.201.105:5140
山东卫视高清,http://125.117.191.89:8888/udp/233.50.201.105:5140
山东卫视高清,http://125.117.104.60:8888/udp/233.50.201.105:5140
山东卫视高清,http://122.242.147.47:9999/udp/233.50.201.105:5140
山东卫视高清,http://183.130.46.157:8808/udp/233.50.201.105:5140
山东卫视高清,http://60.176.120.163:55555/udp/233.50.201.105:5140
广东卫视,http://122.242.147.47:9999/udp/233.50.201.102:5140
广东卫视,http://125.117.191.89:8888/udp/233.50.201.102:5140
广东卫视,http://125.117.104.60:8888/udp/233.50.201.102:5140
广东卫视,http://60.176.120.163:55555/udp/233.50.201.102:5140
广东卫视,http://183.130.46.157:8808/udp/233.50.201.102:5140
广东卫视高清,http://122.242.147.47:9999/udp/233.50.200.149:5140
广东卫视高清,http://122.242.147.47:9999/udp/233.50.201.102:5140
广东卫视高清,http://125.117.104.60:8888/udp/233.50.201.102:5140
广东卫视高清,http://125.117.104.60:8888/udp/233.50.200.149:5140
广东卫视高清,http://125.117.191.89:8888/udp/233.50.200.187:5140
广东卫视高清,http://125.117.191.89:8888/udp/233.50.200.149:5140
广东卫视高清,http://60.176.120.163:55555/udp/233.50.200.149:5140
广东卫视高清,http://183.130.46.157:8808/udp/233.50.201.102:5140
广东卫视高清,http://183.130.46.157:8808/udp/233.50.200.187:5140
广东卫视高清,http://125.117.191.89:8888/udp/233.50.201.102:5140
广东卫视高清,http://60.176.120.163:55555/udp/233.50.200.187:5140
广东卫视高清,http://60.176.120.163:55555/udp/233.50.201.102:5140
快乐垂钓高清,http://122.242.147.47:9999/udp/233.50.200.123:5140
快乐垂钓高清,http://125.117.191.89:8888/udp/233.50.201.109:5140
快乐垂钓高清,http://125.117.191.89:8888/udp/233.50.200.123:5140
快乐垂钓高清,http://125.117.104.60:8888/udp/233.50.201.109:5140
快乐垂钓高清,http://60.176.120.163:55555/udp/233.50.201.109:5140
快乐垂钓高清,http://60.176.120.163:55555/udp/233.50.200.123:5140
快乐垂钓高清,http://183.130.46.157:8808/udp/233.50.200.123:5140
教育四套高清,http://122.242.147.47:9999/udp/233.50.200.162:5140
教育四套高清,http://60.176.120.163:55555/udp/233.50.200.162:5140
教育四套高清,http://125.117.191.89:8888/udp/233.50.200.162:5140
教育四套高清,http://183.130.46.157:8808/udp/233.50.200.162:5140
晴彩广场舞高清,http://122.242.147.47:9999/udp/233.50.201.226:5140
晴彩广场舞高清,http://183.130.46.157:8808/udp/233.50.201.226:5140
晴彩广场舞高清,http://125.117.191.89:8888/udp/233.50.201.226:5140
晴彩广场舞高清,http://125.117.191.89:8888/udp/233.50.202.29:5140
晴彩广场舞高清,http://60.176.120.163:55555/udp/233.50.201.226:5140
晴彩广场舞高清,http://60.176.120.163:55555/udp/233.50.202.29:5140
晴彩竞技高清,http://122.242.147.47:9999/udp/233.50.201.193:5140
晴彩竞技高清,http://125.117.104.60:8888/udp/233.50.202.26:5140
晴彩竞技高清,http://60.176.120.163:55555/udp/233.50.201.193:5140
晴彩竞技高清,http://125.117.191.89:8888/udp/233.50.201.193:5140
晴彩竞技高清,http://125.117.191.89:8888/udp/233.50.202.26:5140
晴彩竞技高清,http://60.176.120.163:55555/udp/233.50.202.26:5140
晴彩篮球高清,http://125.117.104.60:8888/udp/233.50.201.194:5140
晴彩篮球高清,http://122.242.147.47:9999/udp/233.50.202.27:5140
晴彩篮球高清,http://125.117.191.89:8888/udp/233.50.202.27:5140
晴彩篮球高清,http://125.117.191.89:8888/udp/233.50.201.194:5140
晴彩篮球高清,http://183.130.46.157:8808/udp/233.50.201.194:5140
晴彩羽毛球高清,http://125.117.104.60:8888/udp/233.50.202.28:5140
晴彩羽毛球高清,http://122.242.147.47:9999/udp/233.50.202.28:5140
晴彩羽毛球高清,http://60.176.120.163:55555/udp/233.50.201.195:5140
晴彩羽毛球高清,http://125.117.191.89:8888/udp/233.50.202.28:5140
晴彩羽毛球高清,http://125.117.191.89:8888/udp/233.50.201.195:5140
晴彩羽毛球高清,http://183.130.46.157:8808/udp/233.50.201.195:5140
晴彩羽毛球高清,http://60.176.120.163:55555/udp/233.50.202.28:5140
杭州导视,http://125.117.191.89:8888/udp/233.50.201.182:5140
杭州导视,http://183.130.46.157:8808/udp/233.50.201.182:5140
杭州导视,http://60.176.120.163:55555/udp/233.50.201.182:5140
杭州导视高清,http://125.117.191.89:8888/udp/233.50.201.182:5140
杭州导视高清,http://122.242.147.47:9999/udp/233.50.201.182:5140
杭州导视高清,http://125.117.104.60:8888/udp/233.50.201.182:5140
杭州导视高清,http://60.176.120.163:55555/udp/233.50.201.182:5140
杭州导视高清,http://183.130.46.157:8808/udp/233.50.201.182:5140
杭州影视,http://122.242.147.47:9999/udp/233.50.201.176:5140
杭州影视,http://60.176.120.163:55555/udp/233.50.201.176:5140
杭州影视,http://183.130.46.157:8808/udp/233.50.201.176:5140
杭州影视高清,http://122.242.147.47:9999/udp/233.50.201.176:5140
杭州影视高清,http://125.117.104.60:8888/udp/233.50.201.176:5140
杭州影视高清,http://60.176.120.163:55555/udp/233.50.201.176:5140
杭州影视高清,http://183.130.46.157:8808/udp/233.50.201.176:5140
杭州明珠,http://122.242.147.47:9999/udp/233.50.201.174:5140
杭州明珠,http://60.176.120.163:55555/udp/233.50.201.174:5140
杭州明珠高清,http://122.242.147.47:9999/udp/233.50.201.174:5140
杭州明珠高清,http://60.176.120.163:55555/udp/233.50.201.174:5140
杭州明珠高清,http://183.130.46.157:8808/udp/233.50.201.174:5140
杭州生活,http://60.176.120.163:55555/udp/233.50.201.175:5140
杭州生活,http://122.242.147.47:9999/udp/233.50.201.175:5140
杭州生活高清,http://125.117.104.60:8888/udp/233.50.201.175:5140
杭州生活高清,http://122.242.147.47:9999/udp/233.50.201.175:5140
杭州生活高清,http://183.130.46.157:8808/udp/233.50.201.175:5140
杭州综合,http://60.176.120.163:55555/udp/233.50.201.173:5140
杭州综合,http://125.117.191.89:8888/udp/233.50.201.173:5140
杭州综合,http://183.130.46.157:8808/udp/233.50.201.173:5140
杭州综合高清,http://122.242.147.47:9999/udp/233.50.201.173:5140
杭州综合高清,http://60.176.120.163:55555/udp/233.50.201.173:5140
杭州综合高清,http://125.117.104.60:8888/udp/233.50.201.173:5140
杭州综合高清,http://183.130.46.157:8808/udp/233.50.201.173:5140
杭州综合高清,http://125.117.191.89:8888/udp/233.50.201.173:5140
杭州青少,http://125.117.191.89:8888/udp/233.50.201.177:5140
杭州青少,http://122.242.147.47:9999/udp/233.50.201.177:5140
杭州青少,http://125.117.104.60:8888/udp/233.50.201.177:5140
杭州青少,http://36.24.79.135:8888/udp/233.50.201.177:5140
杭州青少,http://183.130.46.157:8808/udp/233.50.201.177:5140
杭州青少,http://60.176.120.163:55555/udp/233.50.201.177:5140
杭州青少高清,http://125.117.191.89:8888/udp/233.50.201.177:5140
杭州青少高清,http://122.242.147.47:9999/udp/233.50.201.177:5140
杭州青少高清,http://183.130.46.157:8808/udp/233.50.201.177:5140
杭州青少高清,http://60.176.120.163:55555/udp/233.50.201.177:5140
欢笑剧场高清,http://122.242.147.47:9999/udp/233.50.201.189:5140
欢笑剧场高清,http://60.176.120.163:55555/udp/233.50.201.189:5140
欢笑剧场高清,http://60.176.120.163:55555/udp/233.50.200.229:5140
欢笑剧场高清,http://125.117.191.89:8888/udp/233.50.201.189:5140
欢笑剧场高清,http://183.130.46.157:8808/udp/233.50.201.189:5140
欢笑剧场高清,http://183.130.46.157:8808/udp/233.50.200.229:5140
江苏卫视,http://125.117.191.89:8888/udp/233.50.200.144:5140
江苏卫视,http://125.117.191.89:8888/udp/233.50.201.106:5140
江苏卫视,http://183.130.46.157:8808/udp/233.50.201.106:5140
江苏卫视,http://60.176.120.163:55555/udp/233.50.201.106:5140
江苏卫视高清,http://183.130.46.157:8808/udp/233.50.201.106:5140
江苏卫视高清,http://125.117.191.89:8888/udp/233.50.201.106:5140
江苏卫视高清,http://60.176.120.163:55555/udp/233.50.201.106:5140
江西卫视,http://122.242.147.47:9999/udp/233.50.200.119:5140
江西卫视,http://125.117.104.60:8888/udp/233.50.201.145:5140
江西卫视,http://125.117.191.89:8888/udp/233.50.200.119:5140
江西卫视,http://125.117.191.89:8888/udp/233.50.201.145:5140
江西卫视,http://183.130.46.157:8808/udp/233.50.200.119:5140
江西卫视高清,http://125.117.191.89:8888/udp/233.50.200.119:5140
江西卫视高清,http://125.117.104.60:8888/udp/233.50.200.119:5140
江西卫视高清,http://122.242.147.47:9999/udp/233.50.200.119:5140
江西卫视高清,http://125.117.191.89:8888/udp/233.50.201.145:5140
江西卫视高清,http://60.176.120.163:55555/udp/233.50.200.119:5140
江西卫视高清,http://36.24.79.135:8888/udp/233.50.201.145:5140
江西卫视高清,http://183.130.46.157:8808/udp/233.50.200.119:5140
江西卫视高清,http://60.176.120.163:55555/udp/233.50.201.145:5140
河北卫视,http://122.242.147.47:9999/udp/233.50.201.140:5140
河北卫视,http://125.117.191.89:8888/udp/233.50.201.140:5140
河北卫视,http://183.130.46.157:8808/udp/233.50.201.140:5140
河北卫视,http://60.176.120.163:55555/udp/233.50.201.140:5140
河北卫视高清,http://125.117.104.60:8888/udp/233.50.201.140:5140
河北卫视高清,http://60.176.120.163:55555/udp/233.50.201.140:5140
河北卫视高清,http://183.130.46.157:8808/udp/233.50.201.140:5140
河南卫视,http://125.117.191.89:8888/udp/233.50.201.144:5140
河南卫视,http://125.117.104.60:8888/udp/233.50.201.144:5140
河南卫视,http://183.130.46.157:8808/udp/233.50.201.144:5140
河南卫视,http://60.176.120.163:55555/udp/233.50.201.144:5140
河南卫视高清,http://125.117.104.60:8888/udp/233.50.201.144:5140
河南卫视高清,http://122.242.147.47:9999/udp/233.50.201.144:5140
河南卫视高清,http://60.176.120.163:55555/udp/233.50.201.144:5140
河南卫视高清,http://125.117.191.89:8888/udp/233.50.201.144:5140
河南卫视高清,http://183.130.46.157:8808/udp/233.50.201.144:5140
法治天地高清,http://122.242.147.47:9999/udp/233.50.201.191:5140
法治天地高清,http://125.117.191.89:8888/udp/233.50.200.120:5140
法治天地高清,http://183.130.46.157:8808/udp/233.50.200.120:5140
法治天地高清,http://60.176.120.163:55555/udp/233.50.200.120:5140
法治天地高清,http://125.117.104.60:8888/udp/233.50.201.191:5140
法治天地高清,http://60.176.120.163:55555/udp/233.50.201.191:5140
浙江卫视,http://125.117.191.89:8888/udp/233.50.201.100:5140
浙江卫视,http://60.176.120.163:55555/udp/233.50.201.100:5140
浙江卫视,http://183.130.46.157:8808/udp/233.50.201.100:5140
浙江卫视高清,http://125.117.191.89:8888/udp/233.50.200.231:5140
浙江卫视高清,http://125.117.104.60:8888/udp/233.50.200.145:5140
浙江卫视高清,http://125.117.191.89:8888/udp/233.50.201.100:5140
浙江卫视高清,http://125.117.104.60:8888/udp/233.50.201.100:5140
浙江卫视高清,http://125.117.191.89:8888/udp/233.50.200.145:5140
浙江卫视高清,http://60.176.120.163:55555/udp/233.50.200.145:5140
浙江卫视高清,http://60.176.120.163:55555/udp/233.50.200.231:5140
浙江卫视高清,http://183.130.46.157:8808/udp/233.50.200.145:5140
浙江卫视高清,http://183.130.46.157:8808/udp/233.50.200.231:5140
浙江卫视高清,http://183.130.46.157:8808/udp/233.50.201.100:5140
浙江卫视高清,http://60.176.120.163:55555/udp/233.50.201.100:5140
浙江少儿,http://125.117.104.60:8888/udp/233.50.201.138:5140
浙江少儿,http://125.117.191.89:8888/udp/233.50.201.138:5140
浙江少儿,http://183.130.46.157:8808/udp/233.50.201.138:5140
浙江少儿,http://60.176.120.163:55555/udp/233.50.201.138:5140
浙江少儿高清,http://60.176.120.163:55555/udp/233.50.201.138:5140
浙江少儿高清,http://183.130.46.157:8808/udp/233.50.201.138:5140
浙江教育,http://125.117.191.89:8888/udp/233.50.201.134:5140
浙江教育,http://60.176.120.163:55555/udp/233.50.201.134:5140
浙江教育,http://183.130.46.157:8808/udp/233.50.201.134:5140
浙江教育高清,http://60.176.120.163:55555/udp/233.50.201.134:5140
浙江教育高清,http://36.24.79.135:8888/udp/233.50.201.134:5140
浙江教育高清,http://183.130.46.157:8808/udp/233.50.201.134:5140
浙江新闻,http://60.176.120.163:55555/udp/233.50.201.137:5140
浙江新闻,http://183.130.46.157:8808/udp/233.50.201.137:5140
浙江新闻高清,http://125.117.104.60:8888/udp/233.50.201.137:5140
浙江新闻高清,http://60.176.120.163:55555/udp/233.50.201.137:5140
浙江新闻高清,http://36.24.79.135:8888/udp/233.50.201.137:5140
浙江新闻高清,http://183.130.46.157:8808/udp/233.50.201.137:5140
浙江民生,http://125.117.191.89:8888/udp/233.50.201.136:5140
浙江民生,http://60.176.120.163:55555/udp/233.50.201.136:5140
浙江民生,http://183.130.46.157:8808/udp/233.50.201.136:5140
浙江民生高清,http://125.117.191.89:8888/udp/233.50.201.136:5140
浙江民生高清,http://60.176.120.163:55555/udp/233.50.201.136:5140
浙江民生高清,http://183.130.46.157:8808/udp/233.50.201.136:5140
浙江生活高清,http://125.117.191.89:8888/udp/233.50.201.133:5140
浙江生活高清,http://60.176.120.163:55555/udp/233.50.201.133:5140
浙江生活高清,http://183.130.46.157:8808/udp/233.50.201.133:5140
浙江纪录高清,http://125.117.104.60:8888/udp/233.50.202.25:5140
浙江纪录高清,http://60.176.120.163:55555/udp/233.50.202.25:5140
浙江纪录高清,http://125.117.191.89:8888/udp/233.50.202.25:5140
浙江纪录高清,http://36.24.79.135:8888/udp/233.50.202.25:5140
浙江经济,http://125.117.191.89:8888/udp/233.50.201.133:5140
浙江经济,http://125.117.104.60:8888/udp/233.50.201.133:5140
浙江经济,http://60.176.120.163:55555/udp/233.50.201.133:5140
浙江经济,http://183.130.46.157:8808/udp/233.50.201.133:5140
浙江钱江,http://125.117.104.60:8888/udp/233.50.201.132:5140
浙江钱江,http://125.117.191.89:8888/udp/233.50.201.132:5140
浙江钱江,http://60.176.120.163:55555/udp/233.50.201.132:5140
浙江钱江,http://183.130.46.157:8808/udp/233.50.201.132:5140
浙江钱江高清,http://125.117.191.89:8888/udp/233.50.201.132:5140
浙江钱江高清,http://183.130.46.157:8808/udp/233.50.201.132:5140
深圳卫视,http://125.117.191.89:8888/udp/233.50.200.188:5140
深圳卫视,http://125.117.104.60:8888/udp/233.50.200.188:5140
深圳卫视,http://125.117.104.60:8888/udp/233.50.201.101:5140
深圳卫视,http://125.117.191.89:8888/udp/233.50.201.101:5140
深圳卫视,http://60.176.120.163:55555/udp/233.50.200.188:5140
深圳卫视,http://60.176.120.163:55555/udp/233.50.201.101:5140
深圳卫视高清,http://125.117.191.89:8888/udp/233.50.200.188:5140
深圳卫视高清,http://125.117.191.89:8888/udp/233.50.201.101:5140
